Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year,Last_Update
9392,Tom Clancy's Ghost Recon: Future Soldier,PC,Ubisoft,Ubisoft Paris,7.1,5.1,0.17,2012,
9393,Mercury Meltdown Revolution,Wii,Ignition Entertainment,Unknown,8,,0.17,2007,
9394,Castlevania: Lords of Shadow 2,PC,Konami Digital Entertainment,Mercury Steam,5.8,7.7,0.17,2014,02nd Nov 18
9395,Top Spin 2,X360,2K Sports,Indie Built,7.7,,0.17,2006,
9396,Hunter: The Reckoning Redeemer,XB,VU Games,High Voltage Software,8.2,,0.17,2003,
9397,Bakugan Battle Brawlers: Defenders of the Core,PS3,Activision,Now Production,,,0.17,2010,
9398,Tokyo Xtreme Racer,DC,Crave Entertainment,Genki,,,0.17,1999,
9399,Fighter Maker,PS,Agetec,ASCII Entertainment,8,,0.17,1999,
9400,Ar nosurge: Ode to an Unborn Star,PS3,Tecmo Koei,Gust,,,0.17,2014,04th Nov 18
9401,Thief: Deadly Shadows,XB,Eidos Interactive,Unknown,8.3,,0.17,2004,
9402,NBA 09: The Inside,PSP,Sony Computer Entertainment,SCE San Diego Studio,8.2,,0.17,2008,04th Dec 18
9403,Batman Begins,GBA,Electronic Arts,Vicarious Visions,6.3,,0.17,2005,
9404,Glover,PS,Atari,Interactive Studios Ltd.,2.6,,0.17,1999,
9405,Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,Majesco,Majesco Games,,,0.17,2004,
9406,Final Fantasy XIV: Heavensward,PS4,Square Enix,Square Enix,8.6,8.3,0.17,2015,22nd Apr 18
9407,James Cameron's Dark Angel,PS2,Sierra Entertainment,Radical Entertainment,4,,0.17,2002,
9408,Bee Movie Game,X360,Activision,Beenox,6.8,,0.17,2007,
9409,Mahjong Fight Club,PSP,Konami,Konami,,,0.17,2004,
9410,Luxor 3,Wii,Mumbo Jumbo,MumboJumbo,7.7,,0.17,2008,
9411,Bomberman 64: The Second Attack!,N64,Vatical Entertainment,Hudson Soft,,,0.17,2000,
9412,Turok 3: Shadow of Oblivion,N64,Acclaim Entertainment,Acclaim Studios Austin,7.4,,0.17,2000,
9413,World Driver Championship,N64,Midway Games,Boss Game Studios,8.8,,0.17,1999,
9414,Spawn: Armageddon,XB,Namco,Point of View,7.7,,0.17,2003,
9415,Ashes Cricket 2009,PS3,Codemasters,Transmission Games,6.8,,0.17,2009,
9416,Final Fantasy XIV: Stormblood,PS4,Square Enix,Square Enix,8.9,8.6,0.17,2017,30th Jun 18
9417,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,Majesco,Majesco Games,,,0.17,2004,
9418,NHL 07,PSP,EA Sports,EA Montreal,7.6,,0.17,2006,
9419,Pokemon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,Nintendo,Nintendo,,,0.17,2004,
9420,Rise of the Argonauts,X360,Codemasters,Codemasters,5.2,,0.17,2008,
9421,Major League Baseball 2K9,PS2,2K Sports,Visual Concepts,7,,0.17,2009,
9422,Gundam Assault Survive,PSP,Namco Bandai,Bandai Namco Games,,,0.17,2010,
9423,My French Coach,DS,Ubisoft,Sensory Sweep Studios,7,,0.17,2007,
9424,Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,Disney Interactive Studios,Magenta Software,,,0.17,2008,
9425,Fate/stay night [R??alta Nua],PS2,Kadokawa Shoten,Type-Moon,,,0.17,2007,
9426,Freedom Planet,PC,Galaxy Trail,Galaxy Trail,8.3,8.3,0.17,2014,11th Aug 18
9427,Disney's Home on the Range,GBA,Disney Interactive Studios,Artificial Mind and Movement,5,,0.17,2004,
9428,MotoGP 09/10,X360,Capcom,Monumental Games,7,,0.17,2010,
9429,Just Dance 2019,PS4,Ubisoft,Ubisoft Paris,,,0.17,2018,28th Sep 18
9430,Monsters vs. Aliens,X360,Activision,Beenox,6.5,,0.17,2009,
9431,Disney Sing It: Family Hits,PS3,Disney Interactive Studios,Zoe Mode,6.5,,0.17,2010,
9432,Distance,PC,Refract Studios,Unknown,,,0.17,2014,
9433,Guilty Gear Xrd: Sign,PS4,Aksys Games,Arc System Works,,,0.17,2014,01st Nov 18
9434,Just Dance 2018,WiiU,Ubisoft,Ubisoft Paris,,,0.17,2017,06th Apr 18
9435,Space Griffon VF-9,PS,Atlus,Panther Software,,,0.17,1995,
9436,Disgaea PC,PC,NIS America,Nippon Ichi Software,7.4,9.5,0.17,2016,31st Dec 17
9437,Camp Rock: The Final Jam,DS,Disney Interactive Studios,Disney Interactive Studios,,,0.17,2010,
9438,.hack//G.U. Vol.1//Rebirth,PS2,Namco Bandai,CyberConnect2,6.6,,0.17,2006,
9439,N3 II: Ninety-Nine Nights,X360,Konami,Q Entertainment / Phantagram / FeelPlus,,,0.17,2010,
9440,Harvest Moon: The Lost Valley,3DS,Natsume,Natsume,,,0.17,2014,13th Jan 19
9441,Bound By Flame,PC,Focus Home Interactive,Spiders,,,0.17,2014,31st Oct 18
9442,Fairytale Fights,PS3,Playlogic Game Factory,Playlogic Game Factory,4.8,,0.17,2009,
9443,Bratz Kidz,Wii,Game Factory,Neko Entertainment,2.5,,0.17,2008,
9444,The Cursed Crusade,PS3,Atlus,Kylotonn Entertainment,4,,0.17,2011,
9445,Prototype: Biohazard Bundle,PS4,Activision,Activision,,,0.17,2016,
9446,Gyakuten Saiban 3,GBA,Capcom,Capcom,,,0.17,2004,
9447,Gallop Racer 2001,PS2,Tecmo,Tecmo,7.9,,0.17,2001,
9448,Magical Starsign (US sales),DS,Nintendo,Brownie Brown,,,0.17,2006,
9449,Nightmare Creatures II,PS,Konami,Kalisto Entertainment,8.3,,0.17,2000,
9450,Hot Wheels: Beat That!,X360,Activision,Eutechnyx,3.5,,0.17,2007,
9451,Catwoman,PS2,Electronic Arts,Argonaut Games,4.6,,0.17,2004,
9452,Garfield: Lasagna World Tour,PS2,Conspiracy Entertainment,EKO Software,2.5,,0.17,2008,
9453,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,Majesco,Majesco Games,,,0.17,2004,
9454,Fairytale Fights,X360,Playlogic Game Factory,Playlogic Game Factory,4.9,,0.17,2009,
9455,Bomberman B-Daman,SNES,Hudson Soft,Hudson Soft,,,0.17,1996,
9456,Sonic Mania,PC,Sega,PagodaWest Games,,,0.17,2017,
9457,Beat Down: Fists of Vengeance,PS2,Capcom,Cavia Inc.,4.6,,0.17,2005,
9458,Terminator 3: The Redemption,PS2,Atari,Paradigm Entertainment,7.1,,0.17,2004,
9459,World Destruction League: Thunder Tanks,PS,3DO,3DO,3.5,,0.17,2000,
9460,Green Lantern: Rise of the Manhunters,PS3,Warner Bros. Interactive,Griptonite Games,6.5,,0.17,2011,
9461,BlazBlue: Central Fiction,PS4,Aksys Games,Arc System Works,8.4,7.7,0.17,2016,25th Jan 19
9462,Fighter Within,XOne,Ubisoft,Daoka,2.7,2.8,0.17,2013,04th Nov 18
9463,Reloaded,PS,Interplay,Gremlin Interactive,,,0.17,1996,
9464,Jillian Michaels Fitness Ultimatum 2011,Wii,D3 Publisher,Collision Studios,,,0.17,2010,
9465,SSX On Tour,GC,EA Sports BIG,EA Canada,8.8,,0.17,2005,
9466,Goodbye Deponia,PC,Daedalic Entertainment,Daedalic Entertainment,8,7.8,0.17,2013,01st Jan 18
9467,Fuzion Frenzy 2,X360,Microsoft,Hudson Soft,6,,0.17,2007,
9468,MXGP 3: The Official Motocross Videogame,PS4,Milestone,Milestone,,,0.17,2017,25th Jun 18
9469,James Bond 007: Everything or Nothing,GBA,Electronic Arts,Griptonite Games,7.1,,0.17,2003,
9470,Naruto Shippuden: Ultimate Ninja 5,PS2,Namco Bandai,CyberConnect2,,,0.17,2009,
9471,F1 2014,PC,Codemasters,Codemasters Birmingham,6.1,4.8,0.17,2014,
9472,Shrek Extra Large,GC,TDK Mediactive,Digital Illusions,3,,0.17,2002,
9473,Final Fantasy V,PS,SquareSoft,SquareSoft,,,0.17,1999,
9474,Brunswick Cosmic Bowling,Wii,GameMill,CokeM Interactive,,,0.17,2010,
9475,World Tour Soccer 2006,PS2,Sony Computer Entertainment,SCEE London Studio,6.5,,0.17,2005,03rd Dec 18
9476,Gunvalkyrie,XB,Sega,Smilebit,6.1,,0.17,2002,
9477,NickToons Racing,PS,Hasbro Interactive,Software Creations,,,0.17,2001,
9478,VR Golf '97,PS,VR Sports,Gremlin Interactive,8,,0.17,1996,
9479,State of Emergency,XB,Rockstar Games,VIS Entertainment,6.6,,0.17,2003,
9480,Off-World Interceptor Extreme,PS,Crystal Dynamics,Crystal Dynamics,4,,0.17,1995,
9481,ZhuZhu Puppies,DS,Activision,Black Lantern Studios,,,0.17,2011,
9482,Monkey Island: Special Edition Collection,PC,LucasArts,LucasArts,,,0.17,2011,
9483,Serious Sam Classics: Revolution,PC,Devolver Digital,Croteam,,,0.17,2014,27th Dec 18
9484,Disney Golf,PS2,Electronic Arts,Tikipod,5.5,,0.17,2002,
9485,The Naked Brothers Band: The Video Game,PS2,THQ,Barking Lizards Technologies,,,0.17,2008,
9486,Valkyrie Drive: Bhikkhuni,PSV,PQube,Marvelous Entertainment,7.2,8.1,0.17,2016,30th Jun 18
9487,CSI: Fatal Conspiracy,X360,Ubisoft,Telltale Games,,,0.17,2010,
9488,G-Force,X360,Disney Interactive Studios,Eurocom Entertainment Software,7.4,,0.17,2009,
9489,Major League Baseball 2K13,PS3,2K Sports,"Visual Concepts, Ltd.",,,0.17,2013,29th Sep 18
9490,Clock Tower II: The Struggle Within,PS,Agetec,Human Entertainment,4.4,,0.17,1999,
9491,Batman Beyond: Return of the Joker,PS,Kemco,Kemco,2,,0.17,2000,
9492,Sudoku Gridmaster,DS,Nintendo,Hudson Soft,6,,0.17,2006,
9493,Buzz! Brain of the UK,PS3,Sony Computer Entertainment,Relentless Software,,,0.17,2009,
9494,Greed Corp,PC,W!Games,W!Games,,,0.17,2010,
9495,Backyard NFL Football '10,Wii,Atari,Humongous Entertainment,,,0.17,2009,
9496,Hyperdimension Neptunia Victory,PS3,Compile Heart,Idea Factory,5.4,,0.17,2013,04th Nov 18
9497,Mega Man Network Transmission,GC,Capcom,Arika,6.7,,0.17,2003,
9498,Pursuit Force,PSP,Sony Computer Entertainment,Bigbig Studios,7.4,,0.17,2006,
9499,Densetsu no Stafi 4,DS,Nintendo,TOSE,,,0.17,2006,
9500,TRON: Evolution,DS,Disney Interactive Studios,n-Space,,,0.17,2010,
9501,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,Atlus,Atlus Co.,,,0.17,2009,
9502,Dishonored: Death of the Outsider,PC,Bethesda Softworks,Arkane Studios,8.1,6.9,0.17,2017,03rd Mar 18
9503,TT Isle of Man: Ride on the Edge,PS4,Big Ben Interactive,Kylotonn,,,0.17,2018,07th Mar 18
9504,Bomberman Land,Wii,Hudson Soft,Hudson Soft,6,,0.17,2008,
9505,Surf's Up,Wii,Ubisoft,Ubisoft Montreal,,,0.17,2007,
9506,Tokimeki Memorial: Private Collection,PS,Konami,Konami,,,0.17,1996,
9507,Axiom Verge,NS,Thomas Happ Games,Thomas Happ Games,7.5,8.4,0.17,2017,12th Jan 18
9508,NBA Street Homecourt,PS3,Electronic Arts,EA Canada,8.8,,0.17,2007,
9509,RC Revenge Pro,PS2,Acclaim Entertainment,Acclaim Entertainment,,,0.17,2001,09th May 18
9510,Journey,PSN,Sony Computer Entertainment America,thatgamecompany,,,0.17,2012,23rd Sep 18
9511,Chaotic: Shadow Warriors,PS3,Activision,Activision,5.5,,0.17,2009,
9512,Dementium: The Ward,DS,Gamecock,Renegade Kid,7.5,,0.17,2007,
9513,Backyard Wrestling: Don't Try This at Home,XB,Eidos Interactive,Paradox Development,6,,0.17,2003,
9514,Gauntlet: Dark Legacy,XB,Midway Games,Midway Games West,4.9,,0.17,2002,
9515,Far East of Eden II: Manji Maru,PS2,Hudson Soft,Hudson Soft,,,0.17,2003,
9516,Lost Kingdoms,GC,Activision,From Software,7.3,,0.17,2002,
9517,Naval Assault: The Killing Tide,X360,505 Games,Artech Studios,4.5,,0.17,2010,
9518,I'm A Celebrity: Get Me Out of Here!,Wii,Mindscape,Mindscape,,,0.17,2009,
9519,F1 2018,XOne,Codemasters,Codemasters Birmingham,8.4,8,0.17,2018,26th Sep 18
9520,NCAA Basketball 09,PS3,EA Sports,EA Canada,7.1,,0.17,2008,
9521,Matchbox Cross Town Heroes,GBA,THQ,Magellan Interactive,,,0.17,2002,
9522,Age of Empires III: Complete Collection,PC,Microsoft Game Studios,Ensemble Studios,,,0.17,2009,
9523,Wolfenstein 3D,GBA,BAM! Entertainment,Stalker Entertainment,,,0.17,2002,
9524,Nobunaga no Yabou: Tenshoki,SNES,KOEI,Koei,,,0.17,1996,
9525,Angry Birds Trilogy,PS3,Activision,Rovio Mobile,7,,0.17,2012,12th Jul 18
9526,Learning to Spell,DS,505 Games,505 Games,,,0.17,2010,
9527,Pac-Man World 3,DS,Namco,Blitz Games,4,,0.17,2005,
9528,Shawn Johnson Gymnastics,Wii,Zoo Games,Artefacts Studio,,,0.17,2010,
9529,NASCAR '14,X360,Deep Silver,Eutechnyx,,,0.17,2014,04th Nov 18
9530,Super Power League,SNES,Hudson Soft,Hudson Soft,,,0.17,1993,
9531,Phantasy Star Online 2,PSV,Sega,Unknown,,,0.17,2013,
9532,Street Fighter Alpha 2,SNES,Capcom,Capcom,8,,0.17,1996,
9533,25 To Life,XB,Eidos Interactive,Avalanche Software / Ritual Entertainment,3.1,,0.17,2006,
9534,Murdered: Soul Suspect,XOne,Square Enix,Airtight Games,5.1,7.1,0.17,2014,06th Aug 18
9535,Driver: San Francisco,Wii,Ubisoft,Ubisoft Reflections,7,,0.17,2011,
9536,NASCAR '15,X360,Deep Silver,Eutechnyx,,,0.17,2015,14th Apr 18
9537,Sega Superstars,PS2,Sega,Sonic Team,,,0.17,2004,
9538,Disney Friends,DS,Disney Interactive Studios,Amaze Entertainment,7,,0.17,2008,
9539,Zoo Keeper,DS,Ignition Entertainment,"Buddiez, Inc.",7.2,,0.17,2005,
9540,Midway Arcade Treasures,GC,Midway Games,Digital Eclipse,6.8,,0.17,2003,
9541,Leisure Suit Larry: Magna Cum Laude,XB,VU Games,High Voltage Software,7.2,,0.17,2004,
9542,Mousetrap / Operation / Simon,GBA,DSI Games,Gravity-I,,,0.17,2005,
9543,Classic NES Series: Donkey Kong,GBA,Nintendo,Nintendo,6.5,,0.17,2004,
9544,NBA 09: The Inside,PS2,Sony Computer Entertainment,SCE San Diego Studio,,,0.17,2008,04th Dec 18
9545,Resident Evil,SAT,Capcom,Nextech,7.3,,0.17,1997,
9546,F1 2011,3DS,Codemasters,Codemasters,5.5,6.4,0.17,2011,
9547,Aliens: Infestation,DS,Sega,Way Forward,8.5,,0.17,2011,
9548,TOEIC Test Training DS,DS,IE Institute,IE Institute,,,0.17,2007,
9549,Sports Party,NS,Ubisoft,Magic Pockets,,,0.17,2018,02nd Nov 18
9550,Harvest Moon: Light of Hope,NS,Natsume,Natsume,,,0.17,2018,14th Jun 18
9551,Itoi Shigesato no Bass Tsuri No. 1,SNES,Nintendo,HAL Laboratory,,,0.17,1997,
9552,Cubivore: Survival of the Fittest,GC,Atlus,Saru Brunei / Intelligent Systems,7.1,,0.17,2002,
9553,Doctor Lautrec and the Forgotten Knights,3DS,Konami,Konami,5.3,6.1,0.17,2011,
9554,TransFormers Animated: The Game,DS,Activision,Artificial Mind and Movement,,,0.17,2008,
9555,Blood Bowl,X360,SouthPeak Interactive,Cyanide Studio,6.4,,0.17,2010,
9556,FlatOut,XB,Empire Interactive,Bugbear Entertainment,,,0.17,2005,
9557,Armor Ambush,2600,Mattel Interactive,Mattel,,,0.17,1982,
9558,Death Trap,2600,Avalon Interactive,Avalon Hill,,,0.17,1983,
9559,Mr. Do!'s Castle,2600,Parker Bros.,Parker Bros,,,0.17,1984,
9560,Sumikko Gurashi: Omise Hajimerundesu,3DS,Nippon Columbia,Nippon Columbia,,,0.17,2015,21st Apr 18
9561,Easy Piano,DS,Valcon Games,Game Life,,,0.17,2010,
9562,Parodius,SAT,Konami,Konami,,,0.17,1996,
9563,Chuck E. Cheese's Party Games,Wii,UFO Interactive,Tommo,,,0.16,2010,
9564,Gyakuten Saiban 3,GBA,Capcom,Capcom,,,0.16,2004,
9565,Taz Wanted,PS2,Atari,Blitz Games,5.5,,0.16,2002,
9566,Pac-Man Championship Edition 2 + Arcade Game Series,XOne,Namco Bandai Games,Namco Bandai Games,,,0.16,2016,19th Jun 18
9567,Hannah Montana: Rock Out the Show,PSP,Disney Interactive Studios,"Page 44 Studios, LLC",5.1,,0.16,2009,
9568,Ride 2,PS4,Milestone S.r.l,Milestone S.r.l.,6.9,6.3,0.16,2017,25th Jun 18
9569,Vehicular Combat League presents Motor Mayhem,PS2,Atari,Beyond Games,,,0.16,2001,
9570,PoPoLoCrois: Hajimari no Bouken,PS2,Sony Computer Entertainment,SCEA,,,0.16,2002,
9571,Star Wars: Super Bombad Racing,PS2,LucasArts,Lucas Learning,7.8,,0.16,2001,
9572,Castlevania Judgment,Wii,Konami,Konami / Eighting,4.6,7.5,0.16,2008,
9573,NBA Live 08,Wii,Electronic Arts,EA Canada,4.9,,0.16,2007,
9574,Hamster Heroes,Wii,Unknown,Data Design Interactive,,,0.16,2005,
9575,Hot Wheels Velocity X,GBA,THQ,Saffire Corporation,5.2,,0.16,2002,
9576,Akiba's Trip: Undead & Undressed,PSV,Xseed Games,Acquire,6.4,7.3,0.16,2014,12th Nov 18
9577,Alien Resurrection,PS,Fox Interactive,Argonaut Games,5.2,,0.16,2000,
9578,World Tour Soccer 2005,PS2,Sony Computer Entertainment,SCEE London Studio,7.6,,0.16,2004,03rd Dec 18
9579,Splatterhouse,PS3,Namco Bandai,BottleRocket,4,,0.16,2010,
9580,Star Ocean: Till the End of Time Director's Cut,PS2,Square Enix,tri-Ace,,,0.16,2004,
9581,Leisure Suit Larry: Box Office Bust,X360,Codemasters,Team17 Software,2.2,,0.16,2009,
9582,Create,PS3,Electronic Arts,EA Bright Light,6.4,,0.16,2010,
9583,Trivial Pursuit: Bet You Know It,Wii,Electronic Arts,EA Salt Lake,,,0.16,2011,
9584,Dead Rising 4: Frank's Big Package,PS4,Capcom,Capcom,7.2,5.3,0.16,2017,25th Sep 18
9585,Clash of the Titans: The Videogame,X360,Namco Bandai,Game Republic,3.8,,0.16,2010,
9586,Valdis Story: Abyssal City,PC,Endless Fluff Games,Unknown,8.3,7.6,0.16,2013,
9587,Act of Aggression,PC,Focus Home Interactive,Eugen Systems,7.1,7.1,0.16,2015,22nd Sep 18
9588,Dungeon Siege: Throne of Agony,PSP,2K Games,SuperVillain Studios,8.3,,0.16,2006,
9589,ESPN College Hoops,PS2,Sega,Visual Concepts,8.7,,0.16,2003,
9590,Theatrhythm Dragon Quest,3DS,Square Enix,Square Enix,,,0.16,2015,30th Jun 18
9591,Family Game Night 4: The Game Show,Wii,Electronic Arts,Electronic Arts,,,0.16,2011,
9592,F1 Championship Season 2000,PS2,Electronic Arts,EA Sports,7.9,,0.16,2000,
9593,Putty Squad,PS4,System 3,System 3,3.8,3,0.16,2013,17th Sep 18
9594,Bakugan Battle Brawlers: Defenders of the Core,PSP,Activision,Now Production,,,0.16,2010,
9595,Pen 1 Grand Prix: Penguin no Mondai Special,DS,Konami,Konami,,,0.16,2009,
9596,Robotech: Battlecry,GC,TDK Mediactive,Vicious Cycle,7.2,,0.16,2002,
9597,Zapper: One Wicked Cricket!,PS2,Infogrames,Blitz Games,5.7,,0.16,2002,
9598,Bomberman Land,PS,Hudson Soft,Hudson Soft,,,0.16,2000,
9599,Paws & Claws: Pet Resort,GBA,THQ,ValuSoft,,,0.16,2006,
9600,Kya: Dark Lineage,PS2,Atari,Eden Games,7.5,,0.16,2003,
9601,Aquaria,PC,Bit Blot,Bit Blot,,,0.16,2007,
9602,NPPL Championship Paintball 2009,PS3,Activision,Sand Grain Studios,,,0.16,2008,
9603,Curious George,GBA,Namco,Torus Games,6.6,,0.16,2006,
9604,12 Labours of Hercules,PC,Jetdogs Studios,Jetdogs Studios,,,0.16,2015,
9605,Lethal Skies II,PS2,Sammy Corporation,"Asmik Ace Entertainment, Inc.",7.7,,0.16,2003,
9606,Guilty Gear Judgment,PSP,Majesco,Arc System Works,7.5,,0.16,2006,
9607,Puzzle Quest: Galactrix,DS,D3 Publisher,Infinite Interactive,8.4,,0.16,2009,
9608,NCAA Football 09 All-Play,Wii,EA Sports,Team Fusion,5.3,,0.16,2008,
9609,Lara Croft and the Temple of Osiris,PC,Square Enix,Crystal Dynamics,7.3,5.6,0.16,2014,30th Jul 18
9610,Fracture,PS3,LucasArts,Day 1 Studios,4,,0.16,2008,
9611,Tom and Jerry: Infurnal Escape,GBA,NewKidCo,Cinegroupe,,,0.16,2003,
9612,Vampyr,PC,Focus Home Interactive,DONTNOD Entertainment,7.2,6.9,0.16,2018,08th Feb 18
9613,Eiyuu Densetsu: Zero no Kiseki,PSP,Falcom Corporation,Nihon Falcom Corporation,,,0.16,2010,
9614,Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,Buena Vista,WayForward Technologies,,,0.16,2006,
9615,King's Field,PS,ASCII Entertainment,From Software,7.1,,0.16,1995,
9616,Okami HD,PC,Capcom,Capcom,9.2,7.7,0.16,2017,31st Dec 17
9617,Let's Ride: Sunshine Stables,GBA,THQ,Independent Arts Software GmbH,,,0.16,2005,
9618,Monster Jam,Wii,Activision,Torus Games,,,0.16,2007,
9619,World Stadium 4,PS,Namco,Namco,,,0.16,2000,
9620,Midway Arcade Treasures 2,GC,Midway Games,Backbone Entertainment,7.2,,0.16,2004,
9621,El Shaddai: Ascension of the Metatron,X360,Ignition Entertainment,Ignition Entertainment,8,,0.16,2011,
9622,Angry Birds: Star Wars,XOne,Activision,Exient Entertainment,,,0.16,2013,16th Mar 18
9623,Hot Wheels World Race,GC,THQ,Climax Group,,,0.16,2003,
9624,Apache: Air Assault,X360,Activision,Gaijin Entertainment,6.8,,0.16,2010,
9625,San Goku Shi Taisen DS,DS,Sega,Sega,,,0.16,2007,
9626,Kawa no Nushi Tsuri,PS,Victor Interactive,Victor Interactive Software,,,0.16,1998,
9627,Digimon Story: Cyber Sleuth - Hacker's Memory,PS4,Namco Bandai Games,Media.Vision,,,0.16,2018,07th Jan 18
9628,Marble Saga: Kororinpa,Wii,Konami,Hudson Soft,7.4,,0.16,2009,
9629,Magic: The Gathering - Battlegrounds,XB,Atari,Secret Level,,,0.16,2003,
9630,N2O: Nitrous Oxide,PS,Fox Interactive,Gremlin Interactive,8,,0.16,1998,
9631,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,Activision,Shaba Games,7.7,,0.16,2008,
9632,Dancing with the Stars,PS2,Activision,Zoe Mode,,,0.16,2007,
9633,Goosebumps HorrorLand,Wii,Scholastic Inc.,Gusto Games,,,0.16,2008,
9634,Rio,DS,THQ,TBA,,,0.16,2011,
9635,Otogirisou,SNES,ChunSoft,ChunSoft,,,0.16,1992,
9636,Battlezone,PS4,Sony Interactive Entertainment,Rebellion Developments,6.6,7.1,0.16,2016,30th Jun 18
9637,SD Gundam G Generation 3D,3DS,Namco Bandai,Unknown,,,0.16,2011,
9638,Crash Tag Team Racing,GC,VU Games,Radical Entertainment,,,0.16,2005,
9639,Zoo Hospital,Wii,Majesco,Torus Games,6.8,,0.16,2008,
9640,Massive Chalice,PC,Double Fine Productions,Double Fine Productions,7.3,6,0.16,2014,18th Mar 19
9641,The Whispered World,PC,Viva Media,Daedalic Entertainment,,,0.16,2010,
9642,True Swing Golf,DS,Nintendo,Tikipod,8,,0.16,2006,
9643,Little Nightmares,XOne,Namco Bandai Games,Tarsier Studios,8.3,7.7,0.16,2017,20th Feb 19
9644,The Surge,PC,Focus Home Interactive,DECK13 Interactive,7.2,6.8,0.16,2017,06th Jan 18
9645,Beowulf: The Game,PS3,Ubisoft,Ubisoft,4,,0.16,2007,
9646,Family Feud Decades,Wii,Ubisoft,Ludia Inc.,4,,0.16,2010,
9647,Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Episode One,PC,Hothead Games,Hothead Games,,,0.16,2008,
9648,Thrillville: Off the Rails,X360,LucasArts,Frontier Developments,,,0.16,2007,
9649,Michael Jackson: The Experience,PSP,Ubisoft,Ubisoft Montreal,5.5,,0.16,2010,
9650,TimeSplitters: Future Perfect,XB,Electronic Arts,Free Radical Design,9,,0.16,2005,
9651,Midway Arcade Treasures 3,PS2,Midway Games,Digital Eclipse,8,,0.16,2005,
9652,Dr. Muto,PS2,Midway Games,Midway,8.5,,0.16,2002,
9653,Naruto Shippuden: Ultimate Ninja Storm Legacy,PS4,Namco Bandai Games,CyberConnect2,,,0.16,2017,
9654,Warriors Orochi 3,X360,Tecmo Koei,Omega Force,8.5,,0.16,2012,30th Jun 18
9655,DS Rakubiki Jiten,DS,Nintendo,Nintendo,,,0.16,2005,
9656,Fatal Frame II: Crimson Butterfly,PS2,Tecmo,Tecmo,7.8,,0.16,2003,
9657,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,Activision,Sand Grain Studios,,,0.16,2005,
9658,Berserk and the Band of the Hawk,PS4,Tecmo Koei,Omega Force,6.6,6.7,0.16,2017,21st Apr 18
9659,Dewy's Adventure,Wii,Konami,Konami,6.8,,0.16,2007,
9660,Bulletstorm,PC,Electronic Arts,People Can Fly,8.7,7.7,0.16,2011,
9661,Just Cause 3,PC,Square Enix,Avalanche Studios,7.6,5.6,0.16,2015,04th Apr 18
9662,Shadow Man: 2econd Coming,PS2,Acclaim Entertainment,Acclaim Studios Teesside,7.7,,0.16,2002,
9663,Yu-Gi-Oh! 5D's Tag Force 6,PSP,Konami,Konami,,,0.16,2011,
9664,Dynasty Warriors 4,XB,KOEI,Omega Force,8.5,,0.16,2003,
9665,TimeShift,PS3,Sierra Entertainment,Saber Interactive,7.6,,0.16,2007,
9666,Wakeboarding Unleashed Featuring Shaun Murray,PS2,Activision,Shaba Games,8.6,,0.16,2003,
9667,Rudolph the Red-Nosed Reindeer,Wii,Crave Entertainment,High Voltage Software,1.5,,0.16,2010,
9668,The Incredibles: Rise of the Underminer,GC,THQ,Heavy Iron Studios,6.7,,0.16,2005,
9669,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,Konami,Diamond Head,,,0.16,1997,
9670,Alone in the Dark: The New Nightmare,PS,Infogrames,Darkworks,7.2,,0.16,2001,
9671,Just Dance: Disney Party,X360,Ubisoft,Land Ho!,,,0.16,2012,04th Nov 18
9672,The BIGS,PS3,2K Sports,Blue Castle Games,,,0.16,2007,
9673,The King of Fighters XII,PS3,Ignition Entertainment,SNK Playmore Corporation,6,,0.16,2009,
9674,Flushed Away,GC,D3 Publisher,Monkey Bar Games,4,,0.16,2006,
9675,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,D3Publisher,Way Forward,3.5,,0.16,2013,19th Mar 18
9676,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,Banpresto,Flight-Plan,,,0.16,2005,
9677,Pro Yakyuu Spirits 3,PS2,Konami,PawaPuro Production,,,0.16,2006,
